Total original B.O,NeuralNetwork predictions
4779961.0,170125942.48210973
207784007.0,17016378.004453328
12793213.0,51218159.141978405
1905109.0,166978799.25039524
2767133.0,45063287.61147957
78867205.0,163289039.39581874
89758389.0,60952520.94713634
9748233.0,53680107.75461179
17336686.0,54186976.64549734
103300690.0,69417270.79663152
8594558.0,114019916.8160704
15644196.0,54115609.222210705
21494849.0,14988893.099837134
132440066.0,41901370.14239831
123327692.0,99369408.1174743
71189835.0,19695556.260165617
24660323.0,74789105.94035617
17657973.0,30674786.515687868
142634358.0,47441501.99379628
270944428.0,95137036.83009198
490359051.0,82277168.35309924
231450102.0,17272282.236231845
1658706.0,143212412.60710305
11217346.0,3596347.6731484425
33886017.0,29263994.9800564
63408614.0,49142394.882341385
32608019.0,112066516.43627702
10030875.0,48321747.022558935
114000.0,39753204.25568064
24058000.0,68669033.79223165
33518508.0,100888716.7675091
6139896.0,61114229.864968404
17216955.0,75820064.57017307
18285560.0,152491069.49769917
11993156.0,34690110.39656205
316802281.0,37240394.0073113
32945797.0,54500755.477890104
149217355.0,72781451.45245714
9000000.0,67848383.2735543
23540266.0,18737335.561724342
201324422.0,37218840.131478496
282332.0,177776767.49401996
38728987.0,176854327.44421282
25514479.0,27588275.01075151
348629585.0,6589297.576260362
1027760.0,119066203.82650378
1165996.0,116895753.21905144
5186392.0,42577202.32562829
2433722.0,63262399.291693226
3910019.0,69296587.0114494
621156389.0,45271064.287188075
20278055.0,30219181.851935383
349464664.0,26115929.97166176
18535575.0,505589.21339523996
25587804.0,57204072.35620856
155769678.0,17814895.451257534
22852487.0,24716000.957408987
12910360.0,43860247.18068179
7400000.0,77672055.53583272
362211740.0,17209468.01383773
36000000.0,78685805.79497637
32002177.0,77768601.14633651
347425832.0,17330153.917813446
11000414.0,69731048.53763703
3237975.0,90796144.71563281
6000000.0,75427329.54407808
217370736.0,71804747.60474847
86300489.0,74003257.34317909
37956589.0,30605371.13316659
4495262.0,142941106.7635217
16337355.0,54114570.308244646
197618160.0,70610999.0197795
34327391.0,30726054.331162795
16376066.0,152599587.89787072
26220877.0,49214805.411788866
963667273.0,17402561.047060255
119180938.0,36567147.331307195
83977418.0,25681474.685747333
354836.0,132740006.48278098
153007424.0,28481334.618476395
4755853.0,42528928.20515235
878271291.0,134042307.1306657
1777709.0,93997552.71001372
6756412.0,141096230.11759737
57577765.0,29318262.937374566
492846291.0,95245576.64419736
8408835.0,21360995.278836872
238521247.0,135832911.27462983
4940419.0,129321561.64397733
36520451.0,3017061.601369912
5571497.0,101485595.30579747
2715657.0,43643203.673663154
8853155.0,61428006.05053696
13596911.0,15157846.254037607
940936.0,117167065.2628309
69911903.0,161172854.239193
102296470.0,77116904.77062416
124827316.0,121073868.80603394
9000000.0,61452142.56935111
31878891.0,43751730.58184585
22165608.0,8753282.506618531
57753825.0,16268140.620502181
183920.0,55309349.468440264
22505932.0,12044207.774454756
266685242.0,9702942.222569067
273330185.0,17112921.21875829
34409206.0,4296311.00179798
77024944.0,149452448.696545
672806292.0,23509163.36143979
80491516.0,13395866.974484704
20506260.0,74799771.27054349
81428388.0,64425228.26339688
28824741.0,78878901.26710948
250397798.0,9775350.856704924
22815460.0,41364234.55476518
18709.0,70575836.01148424
1309971.0,170885600.079676
158527918.0,2268823.5563026387
39719431.0,15809543.551862009
137298489.0,39294598.01675403
62063972.0,19261096.24041875
71232214.0,9582261.281979315
35078913.0,60003934.80618336
56968169.0,25536649.91198213
560483719.0,17354286.82686597
25344490.0,10596005.352072509
102028919.0,130026966.32554469
110879513.0,49769953.36462909
78900000.0,77020358.23551786
133214549.0,148367237.64543605
27187896.0,60534944.266562514
57386682.0,73954983.68951312
43646976.0,174521104.22774234
198750909.0,25874564.895518776
1647416.0,116244625.30882974
810183.0,177939553.98378342
16202210.0,68089748.7289804
12567770.0,38039491.51657941
336529144.0,34684475.71606415
27805632.0,75982849.05564848
60780981.0,16364686.524735846
167586.0,168118281.10931388
20722450.0,12497303.186767507
153535982.0,5961746.657221225
20790486.0,75114674.36805363
25038874.0,77865151.48697038
14600000.0,61790056.86374269
794697557.0,6830658.909454576
128745578.0,5877442.93200327
18148.0,172025081.80894083
130673154.0,74572072.62844521
36722311.0,11875251.10490685
528731.0,91881365.71203478
19526014.0,8061644.922225791
88611837.0,20636483.160124518
190376181.0,148258709.99333283
7721851.0,50952656.42778592
310566162.0,108593810.57577445
74781999.0,160467461.4552923
50681884.0,72675729.00433071
28773637.0,18681816.492416613
2848234.0,155421169.34785628
27084499.0,24933234.164855182
1045713802.0,56503143.6635324
1055083596.0,119554585.33751257
131237688.0,25778018.062085908
238059569.0,83742202.65171915
14297083.0,66448450.82396866
342416460.0,25682770.15187333
49741540.0,91338758.80983424
465487583.0,36480732.674113065
8400000.0,67824245.5271686
9208876.0,42503723.84235709
10353438.0,64083048.907778785
16727470.0,51076983.89079085
16873925.0,4127353.089813126
12905107.0,128616165.7182989
31286759.0,4996278.265627301
3185717.0,102245251.61690311
40016662.0,7885102.118959434
68275764.0,60148756.09571001
50873923.0,27961730.300558507
324976.0,92532498.98608398
9230769.0,77406550.38514806
14636067.0,155204134.09615126
73956241.0,20661026.699992783
17200000.0,64493371.58425898
62176754.0,4537675.4512876095
167780960.0,55321405.97273128
37306334.0,15616446.713540535
117085297.0,8544381.420447133
101773.0,20516209.46148398
12282994.0,40670396.58245955
38900000.0,62658978.84163048
14929184.0,116081841.57922032
23271741.0,31325922.560854614
69847348.0,70455150.1975542
21289527.0,46414945.6436629
31943401.0,41255711.83826871
12017369.0,21554088.52105718
24218678.0,129592865.74286368
16511348.0,100780197.94181491
6955892.0,144514679.09641603
521170825.0,120422752.76604384
21577076.0,3982533.631959275
38261299.0,111632427.40158612
135808837.0,47170179.02496654
6468664.0,140879188.96068096
656695615.0,14047553.056760712
7985929.0,24088449.301914006
56096200.0,150700460.85117254
5965646.0,65673237.09461808
3000000.0,50325096.29520336
3531971.0,47694193.44541926
9000000.0,76151434.6547698
350976753.0,70014137.04684077
554600000.0,26236611.68371631
15349948.0,45787388.86807428
46752858.0,50263063.94123858
82078046.0,5382459.800161937
63895607.0,40477301.88610416
51684798.0,52352583.50520029
3815394.0,145437126.84397924
77628265.0,12840716.91350075
164920076.0,4520926.9026673995
62617547.0,137949083.81443897
164285587.0,9896036.873999633
48017402.0,41442772.774631284
105475310.0,27256333.60385257
11307615.0,27129680.280172873
52545707.0,60572684.74693365
850566343.0,107020253.82738952
153329844.0,17489333.6536276
111534881.0,96493564.96622391
11798302.0,51387115.424381696
648183.0,12768601.713790746
66132626.0,70406877.14098784
5119629.0,7554774.174110897
2024063.0,170939866.86720157
220796009.0,137569270.88101548
68109966.0,5237644.70158677
8025872.0,56407561.36020215
11124511.0,40573849.54928514
14812144.0,43421987.10494111
31261000.0,68789715.46407188
15779261.0,164482789.1243871
35856053.0,68186295.53188258
7008922.0,76923812.95853578
95592669.0,160684508.0768592
2852759.0,155692475.8500293
14566246.0,4054944.8968324233
177241171.0,47007407.31967399
46819069.0,169149247.53623036
24324476.0,125251971.39561431
852558.0,3137747.9899933846
12850033.0,33387844.822927028
53401938.0,110438679.17405808
19637147.0,33260413.86652409
37497480.0,44218498.480741404
9205935.0,23132487.692736007
23689877.0,72844691.94061089
23106971.0,164699834.52578217
874000.0,37242979.52456661
57138719.0,41563456.702618666
116280867.0,38932549.68371806
172878928.0,83579416.9061933
2853801.0,42287559.69135319
10885816.0,132360185.40838642
27789904.0,46752858.6007578
57697426.0,136863868.30111957
2053931.0,50132002.40843116
18120267.0,18223216.158051338
167851995.0,10016719.364290625
78652207.0,121996305.18418998
68336997.0,25391830.164492954
710644566.0,94648709.84896782
96971293.0,16461228.826152897
47289148.0,21070566.14032842
21375166.0,31814267.347846434
21156152.0,64565783.31474766
7785229.0,53030386.68123709
38959900.0,98609754.12683292
96096018.0,15535934.51270745
529076069.0,94757231.94484363
254310003.0,160304695.9588575
4271022.0,42432379.58244235
15427.0,172242124.3126667
94029472.0,59352242.00494006
74870866.0,19605523.55260644
27731527.0,38667047.22601366
18100189.0,76145633.58033858
37336874.0,138220385.44276407
266600000.0,39584241.7359305
19123851.0,4248038.993358375
18413804.0,101105762.33459361
33592700.0,35649950.81767568
9000000.0,75041141.26474653
157300954.0,128778958.66494524
46829309.0,98555487.02709496
2354875.0,90524841.08226666
1887554.0,103167684.59560502
6000000.0,50759561.67340205
12500000.0,79168546.457519
13205411.0,20256643.150674123
211562435.0,58130942.74241549
36734619.0,74558404.73527057
305384865.0,135290287.19272533
234723148.0,23171252.028619498
12254746.0,42232416.46429557
7862131.0,63882610.6264383
4205944.0,155583954.3165186
86432520.0,71541304.0812115
149270999.0,20081746.561181586
4027663.0,79292778.58711034
9561231.0,153467769.58453232
56445534.0,48852275.31758372
213966221.0,18416310.295347825
74156610.0,84990207.7426481
153302565.0,77647915.76635134
11279884.0,117438367.6511127
12624174.0,169800379.220917
15461638.0,10109813.775677707
17400005.0,7240995.2363390215
29083597.0,114833829.29766032
13736872.0,143483721.2135624
33339868.0,98718278.64766075
7190505.0,48152791.375386044
42446455.0,126934076.96953921
43164679.0,140824925.52055764
22750356.0,63068692.912501715
41598366.0,112229298.30974269
17224992.0,9024590.630875057
220648184.0,83362377.48462564
60217171.0,51402553.81634405
20741000.0,20902395.865448907
3988612.0,155041343.79940802
784206372.0,6758253.904605692
1188194.0,65836014.51087803
151716815.0,86129706.13972759
77593167.0,17000978.529434085
62761005.0,18995590.912074886
157670733.0,47259726.363255
138708527.0,38542657.364693955
11131455.0,7289272.262529487
342769200.0,83036806.4578782
22099706.0,434430.9435283788
297718711.0,147824620.04743686
76346094.0,149723754.094712
42425450.0,115864800.43216395
101134059.0,110330167.5172071
52743674.0,70093101.13419437
65532491.0,50968463.818361305
391081192.0,2893110.590988193
195300000.0,68982806.57279842
235900000.0,16871553.016918253
4730228.0,166002097.54993433
4348025.0,47839014.294417925
27484464.0,38570498.627742484
25942000.0,72506777.23929118
292203.0,119011941.22264706
1507310.0,90904665.32933779
257767797.0,135561615.1816217
4581937.0,67518105.75413594
23014027.0,53138905.90445192
7736103.0,45666705.0940677
7195105.0,154987081.24592903
72270895.0,47139046.74786943
49628177.0,50100289.66891822
217194805.0,120531257.54119636
3107000.0,50373373.28257134
21000000.0,66038122.899003595
15728335.0,54066293.12372614
6093725.0,65890277.48396485
114770654.0,1858499.290550243
1434847.0,31957025.42572856
6487257.0,35287901.0007791
441286003.0,39608378.641393624
28992658.0,4030808.3358742674
89476265.0,6227250.368466519
190506000.0,37098156.174846396
21410546.0,50697152.39790525
183015237.0,36977470.14249717
21709539.0,152056983.163614
127361412.0,33887965.543764666
39549758.0,62146279.14081096
4911725.0,11466338.418554634
9285189.0,37846396.570632786
39381963.0,46945953.46899922
43070915.0,151134547.7057789
70112484.0,5575561.2368747555
67312826.0,12720034.297512518
263591415.0,78854761.06961629
173559438.0,20250703.31276726
305502.0,118415064.35175039
69995047.0,77454820.8196471
399866199.0,45922198.57538852
33086611.0,59979800.218740426
20423389.0,46390805.64302678
7445044.0,128561901.18752444
101379287.0,96602089.26770703
70712099.0,27147817.08868934
28153434.0,74848045.70473461
1131683.0,170831343.93096557
7393346.0,53366329.16055798
1237615.0,23241008.089642085
12617472.0,76091372.89565957
42245180.0,64783012.551261835
3281232.0,67486330.11473021
2509344.0,17812895.17308498
55337042.0,60269439.67185893
57512470.0,174738144.925689
10006000.0,51266432.02201855
124033872.0,44870190.53919978
227328585.0,98772537.89007089
1236094.0,116678710.5862769
9289349.0,39922154.40770179
33473297.0,28938428.11977404
155620350.0,6745629.69401858
3859755.0,26695217.879062608
158411.0,80974870.96087655
6343015.0,26936584.404718306
259425249.0,116841496.02425599
40055897.0,73496384.41884337
377002.0,118089519.11574493
164800000.0,25802154.694647536
72004159.0,4730769.35712826
8593154.0,69145949.23196214
200238.0,93020854.22993758
6342668.0,69393135.89918602
192617891.0,166164889.03832084
316479150.0,82765496.5323788
1301562.0,78587384.59386386
10000000.0,77551369.430997
118729073.0,59867293.38784802
610432.0,54061337.05850667
3016496.0,65434706.876206785
67130045.0,74137973.23799534
122529966.0,96710620.73313306
87950928.0,2350463.0143757984
4907779.0,1265241.3193187178
74433837.0,65000242.07832987
504050219.0,41973778.69590105
20408260.0,153630556.29242244
144123.0,81191915.10146981
230677636.0,129050258.43800138
117729618.0,47332963.85446522
20005613.0,55526395.133976296
55307857.0,17706374.861257985
11285154.0,165405232.65226665
5835247.0,45521884.33360621
2769756.0,166707495.99554902
139716717.0,47875589.367700666
381367046.0,135181766.0956108
25913869.0,7530636.571704742
5855392.0,50638876.604243234
23661038.0,41309975.04830208
25852508.0,11947657.599981634
2000093.0,129375823.1144289
162778384.0,27202082.084614094
75997067.0,60681207.5132662
32589493.0,151243061.74305364
24716190.0,4416995.837703096
4360548.0,52216461.202080145
3623609.0,90579101.80147183
13587246.0,24450498.629322723
13994920.0,51556070.6669392
266824291.0,42070323.20466738
16235738.0,9947028.156970061
3098590.0,35070672.1530057
33000000.0,72579189.08981833
5520368.0,21938744.255102724
208300000.0,17571524.004992135
2654096.0,157754401.63154152
4000000.0,77141044.34051117
435412594.0,70936570.54632543
124221.0,93671977.60386425
5299037.0,67582878.12932411
4134992.0,45280516.7523258
6264058.0,50783698.42522223
17637000.0,51749165.727439016
67338219.0,9171933.340394458
356770593.0,2727414.8288542046
159157447.0,41708276.974482425
22567607.0,175931893.61106193
108027701.0,39248047.11629242
4248622.0,45304655.938331164
139500.0,17426705.213278633
4304286.0,63358947.053115994
36299898.0,41297951.227225065
15126948.0,33091457.294246774
14717854.0,72410228.54756545
170362581.0,36784377.67064631
160700000.0,28239966.09604134
18471850.0,40984175.301221244
163527824.0,95896701.51971944
98393930.0,33936242.47092351
60282876.0,87431955.99428023
1324299.0,79021470.58935888
141267370.0,4141096.7540785386
26300000.0,61862467.293275416
3180252.0,103547514.30306435
81464486.0,69031082.36618301
4984663.0,55973098.24447585
18429.0,79240956.69416045
30000000.0,72555050.51516616
27385582.0,46704582.91874533
1716001.0,146033994.13238618
29863840.0,50371589.4605605
296872367.0,20371382.643683564
2500000.0,78492710.92538048
46038636.0,39246328.47344939
33013805.0,10427045.772530062
287215196.0,107454318.8422808
80369970.0,28312378.424651038
50813834.0,42992078.787185706
15521619.0,141204752.0059484
5665641.0,118794906.50518444
7175592.0,63793406.16003324
237814327.0,1048202.3257347909
66786966.0,46994223.93025883
17700000.0,71734401.15769151
76086711.0,87540478.41130584
45000000.0,72144724.5710938
133892212.0,49552721.02009153
23894000.0,68644895.11681622
113310547.0,84827419.46650243
15466961.0,149206.3194798323
64626786.0,62960181.506622896
290930148.0,149235425.2007319
55842724.0,1834362.9991343229
1878000.0,58121270.443513654
449326618.0,56665906.29361078
224390706.0,159816342.9851858
1072817964.0,158731131.81022906
9765361.0,68332029.14452653
5885881.0,154390214.72089005
42598498.0,8399558.422943568
6419876.0,37556755.85650711
41179660.0,52053681.10286528
13853284.0,32753542.498805583
6640346.0,50807834.9978194
19982.0,29036482.932782877
3600000.0,58314363.22996322
72989781.0,127422414.53959528
169955142.0,14342180.90960879
314709717.0,36860559.93291318
274543085.0,31868532.355612405
7220490.0,140770669.2824558
708272592.0,13419764.146322245
34356760.0,41472759.48241027
63749955.0,55200720.96230959
178503788.0,9920174.757489718
72571864.0,25222875.193276543
27342246.0,7993624.251872521
36230219.0,60028070.42208727
8221700.0,34852901.18253026
647263005.0,94594447.91815872
81209222.0,137894827.7887599
43492389.0,28119286.405686468
755249.0,14313063.230476648
2410162.0,29374399.081616696
40996665.0,57493711.1223962
22108977.0,8278873.625840475
543973.0,67463852.63319543
11436929.0,77165178.46137528
47782426.0,29969393.91496267
43306392.0,170451509.78548932
6653715.0,154173168.3929287
65084116.0,60247115.666850775
15671.0,178644945.43045744
218535708.0,26550941.412231687
25030444.0,157483096.2992699
49800000.0,32125987.945954356
52461017.0,13009679.755832823
252091016.0,38108575.25306899
48577431.0,73013648.26752272
21799652.0,18874910.59487771
304249198.0,84447599.91331269
109492484.0,67244961.32802887
10490791.0,66231219.37382364
82000000.0,75523875.83585492
969000.0,50107869.03959321
125687.0,93617724.06056817
9000000.0,76947949.53725825
7147008.0,157103269.99330503
180047784.0,59596006.79069974
68848446.0,73215533.87224464
358824714.0,13733777.331034591
79282312.0,13178636.765734788
22879194.0,21288584.625631545
5000000.0,50542331.09003807
6812530.0,56123267.887271434
116148537.0,4851457.2193850735
217569328.0,46139217.57394522
5243335.0,156560658.0808985
10000000.0,69682774.92921941
105195.0,178265117.82002398
38122000.0,54838668.5542271
27700000.0,62441749.22435747
15024232.0,43470259.83968648
30089110.0,4899731.847124067
374890034.0,13975151.349631004
20883834.0,14795798.839022769
259736090.0,20274837.189797882
16830252.0,11344243.62622351
5269757.0,32246671.88407315
135893.0,42094465.69584094
7000000.0,70720656.61002055
19000000.0,71830947.17070329
10026255.0,76959556.10404216
10773007.0,169854638.520237
163037661.0,96981919.37281929
16900000.0,72458504.74983309
20000000.0,72434367.48825485
10986645.0,43035799.88400159
200182160.0,71517168.03443912
21361109.0,18730089.002073705
230779191.0,160358941.2354652
45916769.0,28143421.405588724
139700000.0,74027393.87852763
41509797.0,73520520.91415043
6965361.0,65965714.77065848
75984700.0,150429149.63211077
19731505.0,36060275.714922406
710383.0,144351895.0306924
333771037.0,108105477.87135431
14471440.0,43349575.169744074
19665004.0,113694353.82499644
29400000.0,63238261.35856924
125053490.0,67293234.53375731
5632086.0,37460208.53707451
16316258.0,59448789.429066285
282778100.0,71424950.08486381
8925775.0,37773986.951190665
1313548963.0,56286073.086025275
2700000.0,53004280.95908006
7881335.0,35360311.974410824
14582182.0,59255696.52006183
11917143.0,168226805.1109954
579446407.0,3489963.565576041
1331635141.0,133825272.35982078
2347000.0,55586912.77003514
22099847.0,49094122.798170276
352161.0,55363612.11243919
77307226.0,34056925.95359302
14375181.0,53969746.02392719
103913405.0,174792407.3763315
40053595.0,71275801.02213593
4000000.0,53269783.41184215
16595791.0,61886603.61574484
24419219.0,21940276.664331127
135569212.0,136429779.27546072
199646680.0,122430414.56685169
27979399.0,38691183.081542775
1038228.0,3161886.5402277405
71000000.0,77334134.9663137
5241315.0,18078397.284526538
12214338.0,24378088.862503204
4191023.0,176474502.24321362
6086891.0,26912446.229236778
3695409.0,65482980.474564135
8123860.0,24112584.3654672
14358033.0,40766942.74825812
16585503.0,11706295.79699768
23367586.0,11295967.767046778
2061804.0,24868841.409732465
38780888.0,154824307.00617376
3150170.0,32174259.135837115
11276846.0,43108209.189271696
3811040.0,92641015.70771188
30360570.0,42557979.1927101
890303.0,130623824.08359149
432224634.0,172676240.87374097
31046220.0,54669713.49591568
39246734.0,57252347.178550676
178100000.0,41828958.32264582
83792062.0,6311532.090025561
77477297.0,16412960.574018426
352288341.0,120748312.11126976
1072767997.0,158622619.94728068
4800000.0,58410910.21317898
118209778.0,27581900.110433254
62646763.0,8423696.715720173
231928227.0,3210158.228892658
35106706.0,43046327.036632456
7939676.0,2296203.8655623235
470986200.0,56720157.60928161
35681080.0,27708956.107047256
25122195.0,43928857.86470336
16638300.0,126282935.77825731
34873513.0,30774330.378597077
49621440.0,75060412.78112644
39846896.0,831155.4150819079
3343567.0,90416317.85669158
53797409.0,142507023.6655826
78481410.0,28395823.05401501
42137871.0,14675116.458010595
25357771.0,21667444.472191654
4230717.0,166870273.22111475
117270765.0,39367011.02765493
14271297.0,21674767.720496647
427300260.0,10137397.53923735
25889208.0,75548014.44344102
23182223.0,11923527.202677725
475488.0,177559723.76798633
2598505.0,105989266.28110333
68613992.0,9461576.386828015
59795070.0,49557669.99530242
4388500.0,65651937.1644189
62226214.0,18140466.417633574
437547.0,57952313.200741805
12898064.0,126988333.43492539
208094550.0,6106565.986872264
163838217.0,13420002.809933191
22000000.0,71879219.7746322
263892820.0,28602014.718554884
40014998.0,152328285.44453296
306941670.0,70990847.66631848
1329660.0,78478865.40982124
200340.0,157971459.70244792
3685862.0,53149100.48674281
7496681.0,67727698.6550012
42799060.0,6040230.035552845
28866028.0,54524891.14985773
158750817.0,46410529.99341548
140000000.0,74341172.74639884
10172124.0,37870533.69215922
8170839.0,157917186.43069103
214392904.0,2461916.4265837064
1616353.0,91664323.68196207
879088897.0,147390536.42469284
47881663.0,18923183.854772426
15680099.0,9187370.057763876
2794056.0,32150124.241786495
1242805359.0,146847941.91551787
92141886.0,39139531.46382926
431870523.0,147336265.16506317
36856306.0,29426780.147556387
78222753.0,52666362.609407514
43499580.0,162637905.9191074
105159085.0,16823285.2637584
11000000.0,45859799.67414069
14789113.0,43397847.57056468
115021008.0,34298294.26300128
836519699.0,36209454.44556842
31680796.0,27564139.80103033
227300000.0,50035456.382827684
150191.0,133445404.94801506
17005599.0,56962704.27462201
40286416.0,137677776.749439
37400000.0,68886261.48422545
41975388.0,28341558.56048458
123133739.0,161064334.86468324
37226218.0,24667729.69166771
5278632.0,52433514.30659845
213299.0,80812089.64649704
319713881.0,45867930.66243967
5820015.0,45497749.232805915
99624873.0,150808986.3259369
135015330.0,1713678.2968025305
5732587.0,67607012.53707369
8284331.0,722634.2261610988
36751984.0,78099027.82486174
8223137.0,157591616.43886465
8622973.0,58724691.15141244
3000000.0,74075667.5376241
719699.0,6975492.598782337
246546998.0,9413302.746790532
137768975.0,121453706.44725849
401021746.0,70231191.8205454
16519460.0,64445096.97550726
61894591.0,27974464.201366216
1933065.0,115756268.93481365
16316273.0,23774670.399773143
47011449.0,87214906.92302547
57956789.0,34129337.21047727
20883046.0,41080720.40966007
55279608.0,7288231.25311559
2019874.0,156397869.9576674
8362371.0,56479973.31625605
544772.0,35341243.03280594
2363472.0,32005301.21027959
34872033.0,44170226.09798646
42657631.0,162746430.49291393
5217498.0,18054259.537473924
315268353.0,28939931.093110345
21817298.0,64913578.223295145
117211892.0,5985882.049157028
25534703.0,62393475.8362721
92999400.0,49866500.331658095
174463257.0,28819248.7998938
573068425.0,82548468.80702622
47135489.0,59921553.21192934
14793701.0,35722364.1919621
6464357.0,155855257.43055165
7300742.0,78516848.64890583
367160781.0,95028516.59840652
159616327.0,74365309.59489162
424208805.0,47235592.38828136
39238443.0,75711539.67221306
9297407.0,77502161.19855845
207068340.0,23147111.00325433
62633705.0,136972383.243452
34487202.0,35558289.04484167
23889158.0,15230260.003539965
35615609.0,63841679.74456921
12577401.0,79726866.30992532
953535821.0,119717363.6653138
6971266.0,37653302.3289797
285169.0,157428834.66359204
178919401.0,34418975.10352438
286896578.0,84013519.04182914
62401343.0,16147457.79819994
50003303.0,36108551.52710182
172363301.0,28722703.93727913
38329114.0,4875592.396884347
45800000.0,60100483.34146616
63710000.0,44628823.55498458
22524614.0,66858775.373944424
11128309.0,43084072.01804988
4713059.0,43263370.95619199
2772511.0,68820375.84964752
10755447.0,59110877.096557245
30996614.0,145165809.49785033
26308749.0,139251353.84342945
24946533.0,71975768.35520577
4971088.0,47959698.848261066
29227561.0,40387535.46323161
41921590.0,530980.3879922024
80681183.0,60301381.43914682
22847660.0,54428346.322330214
19317765.0,15326807.025987592
49752241.0,54959353.47551806
14600000.0,61814193.766124375
17326032.0,153847602.42216417
9353729.0,133174100.67519765
611032.0,10571868.189632747
178471.0,158242759.13981438
2703762.0,45108257.66344576
7019441.0,53535288.14689533
61492104.0,113423051.43225496
16955673.0,153250730.8377184
33398936.0,75934200.79774137
1082228107.0,69525802.52423282
145374099.0,137406478.79307562
3887852.0,47742466.46920016
12179708.0,21481679.143335234
29197694.0,11683378.47286954
17252287.0,33170803.562298413
91800000.0,12599348.203726089
18272894.0,36012000.91127329
176639.0,106640397.92415857
30143795.0,24643594.16550833
329631958.0,26713740.4590182
8000000.0,69489681.57765304
29406132.0,15471627.757362125
49851591.0,57590260.915780306
40159017.0,29101218.02839292
23265132.0,76308419.07784684
96147688.0,19526599.641780227
150816.0,168009760.35032606
928265.0,166924532.72013682
6000000.0,76392804.21490192
355919.0,55580654.30321983
5295909.0,33659148.65144544
31333917.0,21916137.273294274
44005435.0,53631830.18477972
631441092.0,6782390.345324061
98819789.0,8882292.145047702
25842024.0,27612412.37747304
417341288.0,25574263.271317
30360375.0,171048390.60646367
2255399.0,115702011.001344
63095271.0,39463558.121085934
3393606.0,7023765.913323857
9873000.0,58917780.75706158
203018919.0,2003314.2597355999
2083088.0,20781714.768578365
270340892.0,39656652.39552849
221300000.0,47283867.290607035
550517357.0,2655001.2313742507
1227316.0,92098411.14886965
3151960.0,144731727.57654968
864907.0,170994122.37174395
29634023.0,163397560.75256988
4651977.0,40235932.629001364
11444204.0,51338841.65180792
4500147.0,22318568.531684548
3805492.0,166273403.7029912
54404202.0,122593178.53365302
70326393.0,5020413.560601735
51379470.0,116136103.87201494
21340234.0,127368157.9222273
39248707.0,101431325.69811377
10466091.0,169529072.82007456
23800000.0,78589256.37203524
70743839.0,6474316.831946256
8613462.0,61355592.627047256
5512151.0,11127013.59794704
37472651.0,42720767.59878241
89809433.0,1689542.5625199105
71523271.0,16292275.261797663
185400000.0,72651595.86567186
46739562.0,162854950.26609835
3325651.0,29446807.766138654
4574909.0,73665343.01879881
377426903.0,159436511.66501406
22998000.0,46487354.33560601
5711976.0,53438739.99957524
273271982.0,10161538.035456255
2912945.0,60679767.34189912
182291969.0,44749507.21603165
188494082.0,57534069.86350634
22921898.0,24740140.66632572
664837547.0,56937209.85046013
33209936.0,164102954.38999945
23551286.0,124980665.72313115
49730854.0,5285915.477195124
34562222.0,76634170.0803659
23236296.0,112663384.92639597
512390011.0,134422130.52015588
1164305.0,103710332.31418002
63111381.0,60293576.4591601
6600000.0,61162501.884899534
1495398.0,93726243.80400814
457697994.0,31498425.723866466
87420776.0,22471282.528318647
30535660.0,125469021.66526242
91902438.0,111361124.46232447
4049527.0,1319504.8019870897
74966854.0,111035556.23653482
17000437.0,9404420.617709598
26348203.0,10499458.089049188
47751015.0,506841.52832518093
92618117.0,22969707.37922627
46187511.0,41038672.53126054
336359676.0,46573331.957999624
2859811.0,37387799.39477466
1138355.0,103656029.39610122
39377700.0,74626320.93082713
257858943.0,83904983.1042115
12970401.0,7892689.785673657
43057552.0,16123320.464075005
306770545.0,11489063.21965443
270232.0,6903079.845681672
542351353.0,107291546.1976444
23007150.0,46511489.90463232
99750000.0,69562090.48755537
14321070.0,10543899.449463235
26121638.0,62092001.75978359
95989590.0,60355640.09716923
5806666.0,78044768.10555011
144110682.0,2148140.224343313
6000000.0,50735424.150888585
61910507.0,67438053.71027897
749375.0,178427908.48116168
96068724.0,58565027.97266713
29548291.0,75161822.9942397
8224998.0,10218331.095225608
26716191.0,8481976.362745328
205298907.0,37728736.46944714
701012746.0,134096548.0732165
186883563.0,25826291.612356964
149228078.0,58673540.37984782
529136.0,104578498.8232627
115150424.0,38651175.24362817
13367948.0,153033687.99805105
1070053.0,55393817.9903955
236500000.0,41780685.880797215
120592276.0,160901554.32436883
25268680.0,74897631.53863446
26078500.0,152436813.2123759
152566881.0,46519045.07117433
149804632.0,92478246.53411433
15360539.0,45956345.09565341
166598362.0,161335658.53878763
536544.0,167304363.63222855
4956401.0,21216173.498531885
634379.0,35124202.611322924
21458229.0,57083390.885336116
155564919.0,58293719.35036545
63320521.0,4575172.781981036
290701374.0,23002291.976235006
557545.0,53898562.13120331
15432314.0,46149438.49946631
10206551.0,3813578.0725309774
12581713.0,66351902.4959026
9172000.0,79385781.93097764
927074.0,105121089.28653604
